indicator_id,claim_id,indicator_type,indicator_value,score,review_status,claim_type,claim_amount,status,fraud_flag,claim_month,channel
3864,16692,Amount Rounding,0,34.8,Under Review,Accident,193763,Settled,0,2026-05,Online
3865,23,Repeat Claimant,1,65.7,Confirmed,Accident,138748,Pending,0,2024-02,Agent
3866,15528,Repeat Claimant,1,36.7,Confirmed,Accident,91743,Settled,0,2024-08,Online
3867,10710,High Claim Ratio,0,48.9,Flagged,Theft,14259,Settled,0,2025-09,Online
3868,3244,Rapid Settlement,0,33.7,Under Review,Theft,22396,Settled,0,2024-11,Bancassurance
3869,1129,High Claim Ratio,1,93.0,Confirmed,Natural Disaster,28657,Settled,0,2025-02,Aggregator
3870,8916,Repeat Claimant,0,49.3,Under Review,Natural Disaster,201691,Settled,0,2025-06,Agent
3871,19535,High Claim Ratio,1,62.5,Under Review,Natural Disaster,40952,Settled,1,2024-12,Aggregator
3872,5470,Policy-Claim Gap,0,53.6,Cleared,Theft,185347,Settled,0,2026-04,Aggregator
3873,1675,Amount Rounding,1,67.8,Flagged,Accident,92282,Settled,1,2024-05,Aggregator
3874,15320,High Claim Ratio,0,80.1,Under Review,Accident,35053,Settled,0,2026-05,Online
3875,14260,Rapid Settlement,0,60.1,Flagged,Fire,62442,Settled,0,2024-04,Agent
3876,8629,Amount Rounding,0,76.9,Confirmed,Health,137806,Pending,0,2025-05,Aggregator
3877,18170,Repeat Claimant,0,18.5,Flagged,Health,372780,Settled,0,2024-07,Online
3878,11601,Rapid Settlement,1,24.4,Flagged,Natural Disaster,44813,Pending,0,2024-09,Partnership
3879,2088,Rapid Settlement,1,11.2,Flagged,Accident,5949,Settled,0,2025-06,Online
3880,9186,Rapid Settlement,1,73.6,Flagged,Theft,34244,Pending,0,2024-11,Online
3881,19714,Amount Rounding,1,51.1,Flagged,Accident,18509,Settled,0,2025-12,Agent
3882,6790,Amount Rounding,1,92.9,Flagged,Accident,63631,Settled,0,2026-01,Agent
3883,7443,Amount Rounding,1,77.4,Flagged,Natural Disaster,44854,Settled,0,2024-01,Aggregator
3884,7404,High Claim Ratio,1,42.0,Cleared,Accident,122017,Settled,0,2025-01,Online
3885,12809,High Claim Ratio,1,69.7,Flagged,Accident,41112,Rejected,0,2025-01,Agent
3886,6225,Policy-Claim Gap,1,65.3,Flagged,Fire,51317,Settled,0,2024-02,Online
3887,15977,Policy-Claim Gap,1,51.6,Confirmed,Accident,74466,Settled,0,2025-11,Online
3888,9627,Rapid Settlement,0,49.6,Under Review,Natural Disaster,20499,Settled,0,2026-03,Agent
3889,12755,Repeat Claimant,1,74.8,Flagged,Accident,193238,Settled,0,2025-03,Agent
3890,15970,High Claim Ratio,0,95.5,Under Review,Natural Disaster,13934,Pending,0,2025-02,Aggregator
3891,10365,Amount Rounding,1,91.3,Flagged,Natural Disaster,140810,Settled,0,2025-09,Aggregator
3892,5933,Rapid Settlement,0,17.9,Under Review,Fire,65079,Settled,0,2024-11,Aggregator
3893,4032,High Claim Ratio,0,57.2,Confirmed,Accident,96222,Settled,0,2025-03,Agent
3894,15284,Amount Rounding,0,15.1,Flagged,Theft,21518,Settled,0,2025-11,Agent
3895,9984,Policy-Claim Gap,1,78.3,Flagged,Theft,75382,Settled,0,2026-01,Online
3896,10558,Repeat Claimant,0,14.5,Under Review,Health,29913,Settled,0,2024-02,Online
3897,19669,Amount Rounding,1,40.3,Confirmed,Theft,23805,Settled,0,2026-02,Aggregator
3898,3181,Rapid Settlement,1,77.4,Flagged,Theft,145056,Settled,0,2024-09,Partnership
3899,12272,High Claim Ratio,1,45.1,Under Review,Theft,20343,Settled,0,2025-09,Agent
3900,8099,Rapid Settlement,0,25.5,Under Review,Fire,1104517,Pending,0,2024-10,Aggregator
3901,814,Repeat Claimant,1,78.3,Confirmed,Theft,42932,Settled,0,2026-01,Online
3902,7568,High Claim Ratio,1,13.6,Flagged,Health,43013,Settled,0,2024-05,Online
3903,2270,Rapid Settlement,0,8.4,Confirmed,Health,14106,Rejected,0,2024-02,Agent
3904,13984,Policy-Claim Gap,1,80.7,Confirmed,Accident,44966,Pending,0,2024-01,Bancassurance
3905,15287,High Claim Ratio,0,58.1,Under Review,Health,104586,Settled,1,2026-01,Aggregator
3906,17525,Policy-Claim Gap,0,36.3,Cleared,Accident,9486,Settled,1,2024-11,Online
3907,18049,Policy-Claim Gap,0,96.8,Under Review,Accident,18585,Settled,1,2024-12,Aggregator
3908,2034,Repeat Claimant,1,2.1,Under Review,Natural Disaster,97050,Pending,0,2024-04,Agent
3909,19976,Rapid Settlement,1,73.0,Confirmed,Health,35561,Pending,0,2025-08,Aggregator
3910,16402,High Claim Ratio,0,7.7,Flagged,Fire,72753,Settled,0,2024-03,Online
3911,19831,Repeat Claimant,0,33.0,Confirmed,Health,102263,Settled,0,2024-10,Bancassurance
3912,18620,Rapid Settlement,1,74.5,Under Review,Accident,60736,Settled,0,2025-04,Agent
3913,19133,Repeat Claimant,1,44.2,Flagged,Theft,20329,Settled,1,2024-08,Online
3914,18236,Rapid Settlement,1,14.4,Flagged,Accident,67443,Settled,0,2025-10,Aggregator
3915,3440,Rapid Settlement,0,88.0,Under Review,Natural Disaster,1497863,Settled,0,2024-04,Agent
3916,11061,Policy-Claim Gap,1,61.9,Confirmed,Accident,34523,Settled,0,2025-12,Aggregator
3917,4427,Rapid Settlement,1,43.0,Confirmed,Theft,28871,Pending,0,2026-03,Online
3918,2560,Amount Rounding,1,96.5,Confirmed,Theft,40204,Settled,0,2025-10,Agent
3919,19261,Amount Rounding,1,47.3,Flagged,Theft,41634,Pending,0,2024-12,Online
3920,7428,Amount Rounding,0,86.3,Flagged,Natural Disaster,79367,Pending,0,2024-03,Agent
3921,10213,Policy-Claim Gap,0,43.8,Under Review,Accident,21456,Settled,0,2024-05,Agent
3922,11491,High Claim Ratio,1,26.6,Flagged,Health,38065,Settled,0,2026-03,Aggregator
3923,8995,High Claim Ratio,1,13.1,Cleared,Accident,58101,Settled,1,2024-02,Online
3924,8669,Rapid Settlement,1,98.1,Under Review,Health,15353,Settled,0,2024-03,Agent
3925,3446,High Claim Ratio,0,20.8,Under Review,Accident,66926,Rejected,0,2026-04,Bancassurance
3926,2602,Policy-Claim Gap,1,63.2,Under Review,Accident,29734,Pending,0,2024-05,Agent
3927,11647,High Claim Ratio,1,9.7,Flagged,Health,15930,Settled,0,2024-11,Bancassurance
3928,7501,Amount Rounding,0,17.4,Confirmed,Natural Disaster,109616,Pending,0,2025-09,Partnership
3929,13638,High Claim Ratio,1,75.9,Flagged,Accident,90628,Settled,0,2024-06,Agent
3930,16679,Rapid Settlement,0,99.2,Confirmed,Natural Disaster,44255,Settled,0,2024-01,Online
3931,4709,High Claim Ratio,0,81.4,Confirmed,Theft,33831,Settled,0,2025-01,Agent
3932,13511,Policy-Claim Gap,1,93.9,Flagged,Health,124647,Pending,0,2026-06,Online
3933,5524,Policy-Claim Gap,1,97.9,Under Review,Health,120674,Pending,0,2024-07,Online
3934,15853,High Claim Ratio,1,78.7,Flagged,Accident,19553,Settled,0,2024-12,Agent
3935,19303,Repeat Claimant,1,9.2,Cleared,Accident,107323,Settled,0,2024-10,Partnership
3936,11801,Amount Rounding,1,71.2,Confirmed,Theft,35971,Settled,0,2024-10,Aggregator
3937,16772,Amount Rounding,1,2.2,Flagged,Health,96900,Settled,0,2024-03,Online
3938,2540,Rapid Settlement,1,93.1,Flagged,Health,26136,Pending,0,2026-04,Partnership
3939,10483,High Claim Ratio,1,69.6,Flagged,Health,51215,Settled,0,2025-12,Aggregator
3940,12314,Rapid Settlement,0,83.3,Flagged,Health,33651,Pending,0,2024-10,Aggregator
3941,650,Rapid Settlement,0,99.6,Flagged,Accident,38363,Settled,0,2025-03,Online
3942,6180,Policy-Claim Gap,1,26.8,Cleared,Accident,43393,Settled,0,2025-11,Agent
3943,18490,Policy-Claim Gap,0,69.3,Under Review,Theft,257518,Settled,0,2025-02,Agent
3944,11434,Repeat Claimant,1,6.1,Flagged,Theft,21683,Pending,0,2024-11,Agent
3945,14724,Amount Rounding,0,93.8,Flagged,Theft,42400,Settled,0,2024-07,Online
3946,18522,Repeat Claimant,1,17.6,Flagged,Natural Disaster,22235,Settled,0,2024-03,Agent
3947,10841,High Claim Ratio,1,56.9,Under Review,Accident,134806,Settled,0,2025-05,Online
3948,11999,Repeat Claimant,1,44.9,Flagged,Natural Disaster,99039,Settled,0,2025-03,Agent
3949,15341,High Claim Ratio,1,3.1,Cleared,Health,141401,Settled,0,2024-08,Aggregator
3950,19301,Amount Rounding,1,1.5,Flagged,Accident,88101,Settled,0,2025-05,Partnership
3951,2563,Policy-Claim Gap,1,33.6,Cleared,Natural Disaster,39852,Settled,0,2025-09,Online
3952,3555,Amount Rounding,0,14.0,Under Review,Accident,11065,Settled,0,2024-10,Online
3953,3310,Rapid Settlement,1,90.2,Flagged,Health,31644,Settled,0,2024-05,Bancassurance
3954,12867,Repeat Claimant,1,93.5,Flagged,Accident,33841,Rejected,0,2025-10,Aggregator
3955,19413,Repeat Claimant,1,47.0,Flagged,Accident,221558,Settled,0,2024-05,Partnership
3956,5518,Repeat Claimant,0,68.4,Confirmed,Fire,88846,Settled,0,2026-06,Agent
3957,4167,Rapid Settlement,1,27.7,Confirmed,Accident,30934,Settled,0,2026-01,Agent
3958,12121,High Claim Ratio,0,86.1,Under Review,Health,27855,Settled,0,2024-07,Agent
3959,7152,Policy-Claim Gap,0,50.9,Confirmed,Health,20875,Settled,0,2025-05,Online
3960,10471,Repeat Claimant,1,56.3,Under Review,Health,15673,Pending,0,2025-12,Online
3961,18500,Repeat Claimant,0,30.1,Under Review,Fire,15378,Settled,0,2026-03,Online
3962,1265,Amount Rounding,1,15.4,Cleared,Natural Disaster,431455,Settled,0,2026-05,Aggregator
3963,11668,Rapid Settlement,1,98.1,Confirmed,Fire,86157,Settled,0,2025-01,Online
3964,6904,High Claim Ratio,0,79.2,Under Review,Health,20812,Settled,0,2026-02,Online
3965,19307,Policy-Claim Gap,0,14.2,Cleared,Theft,24032,Settled,0,2025-04,Agent
3966,5320,High Claim Ratio,1,92.6,Under Review,Accident,213246,Settled,0,2026-04,Online
3967,4135,Amount Rounding,1,0.8,Under Review,Health,46187,Settled,0,2025-09,Agent
3968,11488,Policy-Claim Gap,1,93.4,Flagged,Natural Disaster,20599,Settled,0,2025-04,Agent
3969,2410,Amount Rounding,1,82.5,Cleared,Accident,16546,Settled,0,2025-01,Partnership
3970,4918,High Claim Ratio,1,36.8,Under Review,Theft,44064,Settled,0,2025-06,Online
3971,19015,High Claim Ratio,0,8.3,Flagged,Health,13495,Settled,0,2025-04,Agent
3972,14474,Repeat Claimant,0,81.9,Flagged,Health,32750,Settled,0,2026-03,Bancassurance
3973,7943,Rapid Settlement,1,98.6,Confirmed,Health,84399,Settled,0,2026-03,Partnership
3974,16628,Policy-Claim Gap,1,67.0,Under Review,Accident,38557,Settled,0,2025-07,Bancassurance
3975,16406,Amount Rounding,0,18.9,Confirmed,Health,76718,Pending,0,2024-04,Online
3976,485,Rapid Settlement,1,31.1,Cleared,Health,255137,Settled,0,2025-06,Agent
3977,15192,Amount Rounding,1,42.0,Cleared,Health,33471,Pending,0,2026-04,Online
3978,9753,Rapid Settlement,0,29.5,Confirmed,Accident,61915,Rejected,0,2024-05,Bancassurance
3979,12537,Rapid Settlement,1,57.6,Flagged,Theft,207534,Settled,0,2025-11,Agent
3980,7801,Repeat Claimant,0,83.3,Under Review,Fire,17214,Settled,0,2026-05,Agent
3981,14188,Amount Rounding,1,70.6,Under Review,Accident,13882,Settled,0,2025-08,Bancassurance
3982,719,Policy-Claim Gap,0,49.7,Confirmed,Health,30088,Settled,0,2025-10,Partnership
3983,13029,Policy-Claim Gap,0,84.8,Flagged,Theft,248340,Settled,0,2026-03,Online
3984,13601,High Claim Ratio,1,93.7,Flagged,Health,20362,Settled,0,2024-05,Online
3985,4082,Rapid Settlement,1,7.1,Confirmed,Fire,27093,Settled,0,2024-11,Agent
3986,3406,Amount Rounding,0,15.8,Cleared,Natural Disaster,53956,Pending,0,2024-03,Aggregator
3987,5936,Rapid Settlement,0,66.3,Flagged,Natural Disaster,42598,Settled,0,2024-01,Agent
3988,9160,Policy-Claim Gap,1,83.1,Cleared,Accident,75061,Settled,0,2024-12,Online
3989,14861,High Claim Ratio,0,62.4,Flagged,Fire,18415,Rejected,0,2025-05,Online
3990,13717,Rapid Settlement,1,22.0,Confirmed,Fire,15360,Pending,0,2026-04,Online
3991,17751,Amount Rounding,1,53.0,Under Review,Accident,153112,Settled,0,2025-01,Aggregator
3992,17252,Rapid Settlement,1,11.8,Confirmed,Natural Disaster,29516,Rejected,0,2024-09,Agent
3993,7800,Repeat Claimant,1,51.7,Confirmed,Accident,14395,Settled,0,2024-01,Online
3994,13286,Policy-Claim Gap,1,18.8,Flagged,Accident,38905,Settled,0,2024-07,Bancassurance
3995,9326,Policy-Claim Gap,0,22.2,Under Review,Accident,5166,Settled,0,2025-12,Agent
3996,16014,Rapid Settlement,1,55.5,Cleared,Theft,58788,Settled,0,2024-06,Agent
3997,5549,High Claim Ratio,1,60.7,Cleared,Accident,56021,Settled,0,2025-01,Partnership
3998,5509,Amount Rounding,1,16.8,Under Review,Accident,297415,Settled,0,2024-01,Partnership
3999,196,Repeat Claimant,1,52.5,Confirmed,Fire,77411,Settled,0,2025-11,Online
4000,17956,Policy-Claim Gap,1,87.4,Flagged,Fire,43012,Settled,0,2024-01,Agent
4001,11826,Repeat Claimant,0,20.0,Confirmed,Accident,7470,Settled,0,2026-03,Online
4002,14133,Policy-Claim Gap,0,36.3,Confirmed,Accident,90247,Settled,0,2024-05,Agent
4003,10145,Amount Rounding,1,46.2,Cleared,Theft,67981,Pending,0,2024-03,Bancassurance
4004,2746,Rapid Settlement,1,17.1,Under Review,Accident,34923,Settled,0,2025-06,Agent
4005,6895,High Claim Ratio,1,13.7,Cleared,Theft,18544,Settled,0,2024-01,Partnership
4006,11179,Policy-Claim Gap,1,87.9,Confirmed,Natural Disaster,69373,Settled,0,2026-04,Partnership
4007,7155,Policy-Claim Gap,1,75.5,Under Review,Accident,87930,Settled,0,2025-01,Online
4008,8815,Amount Rounding,0,7.0,Flagged,Theft,42510,Settled,0,2025-10,Agent
4009,3419,Rapid Settlement,1,12.0,Flagged,Health,60335,Pending,0,2025-10,Online
4010,8181,Repeat Claimant,0,75.2,Confirmed,Accident,185215,Settled,0,2025-05,Agent
4011,7408,Policy-Claim Gap,1,62.1,Confirmed,Accident,10309,Settled,1,2024-12,Bancassurance
4012,7766,Repeat Claimant,1,49.8,Confirmed,Accident,35744,Settled,1,2024-05,Aggregator
4013,8910,Rapid Settlement,1,58.5,Under Review,Natural Disaster,61436,Settled,0,2024-10,Partnership
4014,16285,Policy-Claim Gap,0,3.5,Flagged,Natural Disaster,16361,Pending,0,2024-12,Online
4015,12198,Amount Rounding,1,26.7,Confirmed,Health,134259,Pending,0,2025-04,Aggregator
4016,17682,High Claim Ratio,1,68.2,Flagged,Natural Disaster,23475,Settled,0,2024-03,Agent
4017,8381,Amount Rounding,1,37.0,Under Review,Accident,187317,Settled,0,2025-02,Online
4018,16695,High Claim Ratio,1,2.0,Confirmed,Fire,80462,Settled,0,2024-10,Agent
4019,17604,Policy-Claim Gap,1,92.7,Flagged,Health,59689,Settled,0,2026-04,Bancassurance
4020,616,Rapid Settlement,0,89.3,Under Review,Accident,26678,Settled,0,2025-12,Agent
4021,12305,Amount Rounding,1,82.7,Confirmed,Accident,15437,Settled,0,2024-12,Agent
4022,17135,Repeat Claimant,1,11.2,Flagged,Health,40570,Settled,0,2024-03,Agent
4023,3628,High Claim Ratio,0,8.1,Flagged,Fire,19402,Rejected,0,2026-04,Agent
4024,4160,Amount Rounding,0,48.6,Flagged,Fire,56800,Settled,0,2025-04,Agent
4025,864,Policy-Claim Gap,1,4.4,Cleared,Health,69939,Settled,0,2026-04,Online
4026,5603,Amount Rounding,0,3.5,Confirmed,Accident,16864,Pending,0,2024-06,Partnership
4027,13091,Rapid Settlement,1,16.8,Under Review,Accident,59611,Settled,0,2025-11,Online
4028,2293,Rapid Settlement,0,68.2,Under Review,Health,28354,Settled,0,2024-07,Aggregator
4029,10631,Amount Rounding,0,34.9,Confirmed,Natural Disaster,93502,Settled,0,2026-05,Agent
4030,16232,High Claim Ratio,0,67.8,Under Review,Accident,31909,Settled,0,2025-06,Agent
4031,12616,High Claim Ratio,1,36.0,Flagged,Fire,4184,Settled,0,2025-01,Online
4032,8712,Policy-Claim Gap,0,56.0,Flagged,Health,56302,Settled,0,2025-10,Bancassurance
4033,11105,Amount Rounding,1,64.6,Confirmed,Health,43394,Settled,0,2024-12,Online
4034,4182,Amount Rounding,1,35.0,Confirmed,Natural Disaster,34450,Settled,0,2024-04,Aggregator
4035,11780,Policy-Claim Gap,0,20.4,Under Review,Fire,10692,Settled,0,2024-03,Partnership
4036,14380,High Claim Ratio,1,15.9,Under Review,Theft,79695,Settled,0,2026-06,Aggregator
4037,6185,Repeat Claimant,0,18.9,Confirmed,Theft,48368,Rejected,0,2026-04,Agent
4038,1527,Amount Rounding,1,68.1,Under Review,Health,234630,Settled,0,2024-04,Online
4039,14828,Rapid Settlement,1,42.2,Cleared,Accident,274053,Settled,0,2024-03,Online
4040,16119,High Claim Ratio,1,19.3,Under Review,Health,20675,Settled,0,2025-05,Agent
4041,7176,Policy-Claim Gap,1,67.2,Flagged,Accident,25249,Settled,0,2024-01,Agent
4042,3545,High Claim Ratio,1,12.0,Confirmed,Theft,144989,Settled,0,2025-02,Aggregator
4043,19559,Amount Rounding,1,57.0,Confirmed,Accident,30552,Settled,0,2024-12,Bancassurance
4044,13923,Amount Rounding,1,31.5,Confirmed,Health,37272,Pending,0,2024-08,Agent
4045,3365,Repeat Claimant,1,20.2,Confirmed,Health,57624,Settled,1,2025-06,Bancassurance
4046,12903,Amount Rounding,1,56.6,Cleared,Health,27731,Settled,0,2026-01,Partnership
4047,11710,Rapid Settlement,1,79.0,Flagged,Accident,78210,Settled,0,2025-11,Agent
4048,5809,Policy-Claim Gap,1,66.3,Confirmed,Accident,158042,Settled,0,2024-12,Bancassurance
4049,5733,Policy-Claim Gap,1,81.2,Flagged,Health,27413,Settled,0,2026-02,Online
4050,8312,Amount Rounding,1,67.8,Confirmed,Health,14285,Settled,0,2025-08,Partnership
4051,3298,Repeat Claimant,0,14.8,Flagged,Accident,61650,Settled,0,2025-09,Agent
4052,9380,Rapid Settlement,1,3.6,Flagged,Theft,121177,Pending,0,2024-02,Aggregator
4053,8844,Rapid Settlement,1,5.9,Under Review,Natural Disaster,13409,Settled,0,2024-02,Online
4054,10283,High Claim Ratio,1,69.9,Flagged,Accident,23408,Settled,0,2025-02,Online
4055,6825,Amount Rounding,1,90.6,Confirmed,Natural Disaster,58853,Settled,0,2026-01,Online
4056,2312,Repeat Claimant,1,6.5,Under Review,Theft,50490,Settled,0,2024-12,Aggregator
4057,16314,Repeat Claimant,1,52.5,Confirmed,Fire,25067,Settled,0,2025-10,Partnership
4058,13121,High Claim Ratio,1,26.0,Flagged,Fire,5199,Settled,0,2025-08,Agent
4059,5057,Amount Rounding,0,72.7,Flagged,Accident,93423,Settled,0,2025-02,Online
4060,12762,Policy-Claim Gap,1,6.9,Flagged,Accident,26453,Settled,0,2026-05,Agent
4061,11838,Policy-Claim Gap,1,68.5,Under Review,Theft,23744,Rejected,0,2024-03,Partnership
4062,17868,High Claim Ratio,1,91.4,Under Review,Accident,116933,Settled,0,2024-06,Agent
4063,3343,Rapid Settlement,1,30.3,Cleared,Natural Disaster,45787,Rejected,0,2025-08,Agent
4064,15880,Rapid Settlement,0,38.4,Confirmed,Theft,190985,Settled,1,2025-07,Bancassurance
4065,9582,High Claim Ratio,1,2.5,Flagged,Health,164544,Settled,0,2024-01,Aggregator
4066,9768,Policy-Claim Gap,1,69.0,Flagged,Theft,79103,Settled,0,2024-12,Partnership
4067,13842,Rapid Settlement,0,33.2,Confirmed,Health,1768,Settled,0,2026-02,Bancassurance
4068,11260,Amount Rounding,1,77.4,Flagged,Health,51661,Settled,0,2026-02,Online
4069,18409,Amount Rounding,1,66.3,Flagged,Accident,64713,Settled,0,2026-01,Agent
4070,3589,High Claim Ratio,1,63.7,Confirmed,Accident,44241,Settled,0,2026-04,Online
4071,5751,Rapid Settlement,0,9.6,Flagged,Fire,45762,Settled,0,2024-03,Bancassurance
4072,465,Rapid Settlement,1,76.2,Flagged,Accident,87371,Settled,0,2024-08,Aggregator
4073,10683,Amount Rounding,1,6.5,Cleared,Natural Disaster,15164,Settled,0,2025-04,Aggregator
4074,11208,Amount Rounding,1,14.2,Flagged,Accident,62400,Rejected,0,2025-11,Online
4075,6382,High Claim Ratio,1,87.8,Confirmed,Theft,42499,Pending,0,2025-05,Partnership
4076,15609,Policy-Claim Gap,1,42.4,Under Review,Theft,10981,Settled,0,2025-01,Online
4077,19612,Amount Rounding,0,97.1,Flagged,Health,51474,Settled,0,2024-03,Online
4078,12965,Amount Rounding,1,24.7,Under Review,Fire,76430,Pending,0,2025-11,Agent
4079,13086,Amount Rounding,1,68.6,Cleared,Health,118831,Pending,0,2025-06,Partnership
4080,2030,High Claim Ratio,1,49.9,Confirmed,Natural Disaster,154215,Rejected,0,2025-10,Partnership
4081,18385,Repeat Claimant,1,1.0,Confirmed,Theft,88351,Settled,0,2024-08,Online
4082,9287,Amount Rounding,1,89.3,Under Review,Fire,29591,Settled,0,2025-04,Agent
4083,7459,Policy-Claim Gap,1,17.3,Cleared,Natural Disaster,44937,Settled,0,2024-12,Bancassurance
4084,6754,Amount Rounding,1,80.8,Confirmed,Health,49853,Pending,1,2025-07,Online
4085,1199,Repeat Claimant,0,10.6,Flagged,Health,22319,Settled,0,2024-07,Agent
4086,15758,Rapid Settlement,1,66.4,Flagged,Accident,136124,Settled,0,2024-05,Aggregator
4087,4222,Policy-Claim Gap,0,72.7,Flagged,Theft,222641,Settled,0,2025-02,Aggregator
4088,10735,Repeat Claimant,1,33.6,Under Review,Health,20223,Pending,0,2025-10,Bancassurance
4089,19061,Repeat Claimant,1,27.1,Flagged,Theft,42261,Pending,0,2024-01,Aggregator
4090,17595,Rapid Settlement,1,93.7,Under Review,Accident,93264,Settled,0,2024-12,Agent
4091,10030,High Claim Ratio,1,21.7,Under Review,Health,27594,Pending,0,2026-05,Aggregator
4092,4421,High Claim Ratio,0,10.8,Flagged,Accident,29302,Settled,0,2024-10,Partnership
4093,3624,Policy-Claim Gap,1,6.7,Cleared,Theft,66660,Settled,0,2024-12,Partnership
4094,156,Rapid Settlement,0,48.1,Flagged,Fire,258615,Settled,0,2024-02,Agent
4095,882,Repeat Claimant,1,98.0,Under Review,Health,211850,Settled,0,2024-08,Aggregator
4096,6131,High Claim Ratio,1,53.6,Cleared,Theft,106040,Settled,0,2024-04,Bancassurance
4097,18870,Rapid Settlement,1,68.8,Confirmed,Theft,68513,Settled,0,2025-02,Online
4098,4575,Amount Rounding,1,20.7,Flagged,Accident,6385,Pending,0,2024-06,Agent
4099,8054,Policy-Claim Gap,0,10.2,Confirmed,Natural Disaster,61199,Settled,0,2026-03,Online
4100,8981,Repeat Claimant,1,42.5,Confirmed,Natural Disaster,15881,Settled,0,2024-05,Agent
4101,19606,High Claim Ratio,1,50.0,Flagged,Natural Disaster,475358,Settled,0,2025-12,Agent
4102,17994,Rapid Settlement,0,17.8,Confirmed,Health,57474,Settled,0,2025-09,Agent
4103,14980,High Claim Ratio,0,92.3,Under Review,Fire,139968,Settled,0,2024-05,Online
4104,10083,High Claim Ratio,1,56.3,Confirmed,Health,29405,Settled,0,2024-04,Agent
4105,14620,Rapid Settlement,1,72.0,Cleared,Health,75197,Settled,0,2026-02,Agent
4106,1234,High Claim Ratio,0,67.8,Flagged,Theft,57999,Settled,0,2025-12,Agent
4107,6053,Amount Rounding,0,9.2,Flagged,Natural Disaster,38967,Settled,0,2024-09,Aggregator
4108,12929,Repeat Claimant,1,25.3,Under Review,Health,41558,Settled,0,2024-09,Online
4109,11659,Policy-Claim Gap,1,60.3,Confirmed,Health,89635,Settled,0,2026-05,Online
4110,3886,Repeat Claimant,0,15.9,Confirmed,Accident,61701,Pending,0,2025-08,Partnership
4111,1226,Repeat Claimant,1,45.0,Flagged,Accident,74908,Pending,0,2025-06,Aggregator
4112,13494,Repeat Claimant,0,63.9,Flagged,Health,11030,Pending,0,2025-05,Aggregator
4113,14696,Repeat Claimant,0,11.7,Under Review,Accident,38843,Settled,0,2025-03,Agent
4114,19783,Rapid Settlement,0,10.3,Confirmed,Theft,45859,Settled,0,2026-06,Partnership
4115,19653,Rapid Settlement,1,66.3,Cleared,Theft,21732,Settled,0,2024-03,Online
4116,12109,Rapid Settlement,1,76.9,Confirmed,Theft,42832,Settled,0,2024-01,Aggregator
4117,13573,Amount Rounding,1,74.6,Confirmed,Accident,171810,Pending,0,2024-12,Aggregator
4118,16659,Policy-Claim Gap,1,9.4,Under Review,Health,46687,Pending,0,2024-07,Online
4119,15144,Rapid Settlement,1,47.1,Under Review,Health,56440,Settled,0,2024-05,Agent
4120,4100,Repeat Claimant,0,44.5,Flagged,Accident,29136,Settled,0,2024-08,Partnership
4121,1620,Amount Rounding,0,13.4,Flagged,Accident,45708,Settled,0,2024-09,Agent
4122,15796,Amount Rounding,1,64.8,Under Review,Health,42212,Settled,0,2024-07,Agent
4123,17853,Rapid Settlement,1,32.7,Under Review,Accident,103700,Settled,0,2024-09,Bancassurance
4124,16916,High Claim Ratio,0,45.1,Flagged,Accident,200396,Settled,0,2026-02,Online
4125,15873,Amount Rounding,1,49.2,Under Review,Natural Disaster,11819,Settled,1,2025-05,Online
4126,1112,Repeat Claimant,0,51.6,Flagged,Accident,109660,Settled,0,2025-05,Aggregator
4127,10176,Repeat Claimant,0,32.6,Flagged,Theft,10473,Settled,0,2025-12,Aggregator
4128,7869,Amount Rounding,0,59.7,Under Review,Accident,12667,Settled,0,2024-07,Aggregator
4129,19875,Rapid Settlement,1,28.2,Under Review,Theft,47137,Settled,1,2024-12,Partnership
4130,9482,High Claim Ratio,0,91.8,Under Review,Accident,64368,Settled,0,2024-10,Aggregator
4131,8171,Rapid Settlement,1,48.3,Confirmed,Natural Disaster,39945,Settled,0,2024-02,Online
4132,6174,Policy-Claim Gap,0,11.7,Confirmed,Theft,51224,Settled,1,2024-07,Aggregator
4133,13376,Policy-Claim Gap,1,48.9,Flagged,Health,85309,Settled,0,2026-05,Aggregator
4134,14090,High Claim Ratio,1,74.6,Under Review,Accident,307427,Settled,0,2025-01,Aggregator
4135,7779,Repeat Claimant,1,34.1,Cleared,Accident,25990,Rejected,0,2024-07,Agent
4136,16337,High Claim Ratio,1,5.0,Under Review,Natural Disaster,123908,Rejected,0,2024-12,Bancassurance
4137,10481,High Claim Ratio,1,12.0,Under Review,Accident,37557,Settled,0,2026-05,Aggregator
4138,1742,High Claim Ratio,1,22.6,Flagged,Theft,138736,Settled,0,2026-05,Online
4139,4685,Policy-Claim Gap,1,56.1,Under Review,Fire,39341,Settled,0,2024-09,Agent
4140,4609,High Claim Ratio,1,60.4,Flagged,Natural Disaster,116343,Pending,0,2025-01,Online
4141,1933,Policy-Claim Gap,1,75.1,Confirmed,Accident,57388,Settled,0,2024-11,Bancassurance
4142,10279,Policy-Claim Gap,0,62.9,Flagged,Health,54031,Settled,0,2024-01,Aggregator
4143,6464,Rapid Settlement,1,0.3,Confirmed,Natural Disaster,76525,Settled,0,2025-09,Agent
4144,14512,Repeat Claimant,1,50.0,Flagged,Health,136087,Settled,0,2025-05,Online
4145,15304,High Claim Ratio,1,99.4,Flagged,Theft,121097,Settled,0,2025-09,Agent
